rollout_id,model,dataset,ood_type,task_name,trial_id,success,num_chunks,has_intervention,video_path,latent_dir,event_log_path,finalize_path,rollout_result_path,dominant_failure_mode,valid_for_probe,annotation_status,notes
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_026,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,26,1,21,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial26_success.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_26,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_26/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_26/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_26/rollout_result.json,success,1,verified_success,label_auto_success
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_027,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,27,1,54,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial27_success.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_27,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_27/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_27/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_27/rollout_result.json,success,1,verified_success,label_auto_success
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_028,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,28,0,60,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial28_failure.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_28,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_28/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_28/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_28/rollout_result.json,wrong_receptacle,1,verified,failure_label_verified
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_029,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,29,0,60,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial29_failure.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_29,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_29/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_29/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_29/rollout_result.json,wrong_receptacle,1,verified,failure_label_verified
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_030,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,30,0,60,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial30_failure.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_30,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_30/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_30/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_30/rollout_result.json,wrong_receptacle,1,verified,failure_label_verified
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_031,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,31,0,60,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial31_failure.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_31,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_31/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_31/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_31/rollout_result.json,wrong_receptacle,1,verified,failure_label_verified
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_032,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,32,0,60,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial32_failure.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_32,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_32/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_32/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_32/rollout_result.json,wrong_receptacle,1,verified,failure_label_verified
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_033,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,33,0,60,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial33_failure.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_33,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_33/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_33/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_33/rollout_result.json,wrong_receptacle,1,verified,failure_label_verified
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_034,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,34,0,60,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial34_failure.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_34,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_34/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_34/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_34/rollout_result.json,wrong_receptacle,1,verified,failure_label_verified
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_035,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,35,0,60,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial35_failure.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_35,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_35/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_35/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_35/rollout_result.json,wrong_receptacle,1,verified,failure_label_verified
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_036,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,36,1,22,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial36_success.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_36,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_36/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_36/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_36/rollout_result.json,success,1,verified_success,label_auto_success
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_037,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,37,0,60,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial37_failure.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_37,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_37/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_37/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_37/rollout_result.json,wrong_receptacle,1,verified,failure_label_verified
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_038,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,38,1,21,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial38_success.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_38,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_38/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_38/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_38/rollout_result.json,success,1,verified_success,label_auto_success
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_039,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,39,0,60,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial39_failure.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_39,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_39/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_39/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_39/rollout_result.json,wrong_receptacle,1,verified,failure_label_verified
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_040,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,40,1,21,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial40_success.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_40,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_40/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_40/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_40/rollout_result.json,success,1,verified_success,label_auto_success
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_041,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,41,1,23,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial41_success.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_41,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_41/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_41/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_41/rollout_result.json,success,1,verified_success,label_auto_success
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_042,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,42,1,22,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial42_success.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_42,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_42/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_42/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_42/rollout_result.json,success,1,verified_success,label_auto_success
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_043,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,43,0,60,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial43_failure.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_43,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_43/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_43/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_43/rollout_result.json,wrong_receptacle,1,verified,failure_label_verified
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_044,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,44,0,60,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial44_failure.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_44,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_44/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_44/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_44/rollout_result.json,wrong_receptacle,1,verified,failure_label_verified
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_045,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,45,1,22,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial45_success.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_45,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_45/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_45/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_45/rollout_result.json,success,1,verified_success,label_auto_success
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_046,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,46,1,20,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial46_success.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_46,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_46/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_46/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_46/rollout_result.json,success,1,verified_success,label_auto_success
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_047,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,47,1,26,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial47_success.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_47,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_47/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_47/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_47/rollout_result.json,success,1,verified_success,label_auto_success
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_048,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,48,1,20,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial48_success.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_48,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_48/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_48/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_48/rollout_result.json,success,1,verified_success,label_auto_success
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_049,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,49,0,60,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial49_failure.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_49,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_49/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_49/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_49/rollout_result.json,wrong_receptacle,1,verified,failure_label_verified
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_050,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,50,0,60,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial50_failure.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_50,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_50/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_50/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_50/rollout_result.json,wrong_receptacle,1,verified,failure_label_verified
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_051,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,51,0,60,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial51_failure.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_51,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_51/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_51/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_51/rollout_result.json,wrong_receptacle,1,verified,failure_label_verified
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_052,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,52,0,60,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial52_failure.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_52,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_52/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_52/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_52/rollout_result.json,wrong_receptacle,1,verified,failure_label_verified
