latent_key,group,time_bin,normalized_time,mean_cosine_drift,std_cosine_drift,sem_cosine_drift,n
action_head_input,intervention_recovered_success,0,0.0,0.2178614835473997,0.04711246467654096,0.013066646700365725,13
action_head_input,intervention_recovered_success,1,0.05263157894736842,0.11107634248501935,0.01916878129166211,0.005316463371941737,13
action_head_input,intervention_recovered_success,2,0.10526315789473684,0.22650495186174271,0.08384079736607843,0.02325325337532169,13
action_head_input,intervention_recovered_success,3,0.15789473684210525,0.34020225782062613,0.07804737523369074,0.021646447178496172,13
action_head_input,intervention_recovered_success,4,0.21052631578947367,0.31122352165840866,0.06399976669473761,0.01775034157196992,13
action_head_input,intervention_recovered_success,5,0.2631578947368421,0.3529247116347094,0.13542109279567227,0.03755905337339719,13
action_head_input,intervention_recovered_success,6,0.3157894736842105,0.4036769386592975,0.16282659618681342,0.045159972427755775,13
action_head_input,intervention_recovered_success,7,0.3684210526315789,0.47477417212009,0.12181775930143547,0.03378616749411199,13
action_head_input,intervention_recovered_success,8,0.42105263157894735,0.5060631108142307,0.18112365388602458,0.05023466317580416,13
action_head_input,intervention_recovered_success,9,0.47368421052631576,0.4866231913247843,0.16090296325988468,0.04462645264673944,13
action_head_input,intervention_recovered_success,10,0.5263157894736842,0.44687938370633085,0.2534355177912641,0.07029036572462838,13
action_head_input,intervention_recovered_success,11,0.5789473684210527,0.39019130471207053,0.2022920251603317,0.056105713025617496,13
action_head_input,intervention_recovered_success,12,0.631578947368421,0.394383416435818,0.1892261656005939,0.05248189559479857,13
action_head_input,intervention_recovered_success,13,0.6842105263157894,0.3631121654858739,0.1775930299545941,0.04925544428202318,13
action_head_input,intervention_recovered_success,14,0.7368421052631579,0.3530057377459271,0.18791344952569802,0.05211781366263219,13
action_head_input,intervention_recovered_success,15,0.7894736842105263,0.3402635402589847,0.1259078174560131,0.0349205455245704,13
action_head_input,intervention_recovered_success,16,0.8421052631578947,0.35370572784286886,0.16930528723349142,0.04695683802519324,13
action_head_input,intervention_recovered_success,17,0.894736842105263,0.477090805336065,0.23236937805068034,0.06444766980072342,13
action_head_input,intervention_recovered_success,18,0.9473684210526315,0.5307877813919201,0.16121586269165372,0.04471323533483996,13
action_head_input,intervention_recovered_success,19,1.0,0.45264537917880493,0.18210663548825146,0.05050729321962468,13
action_head_input,intervention_unrecovered_failure,0,0.0,0.2072407078860325,0.04470873686219006,0.016898314167025877,7
action_head_input,intervention_unrecovered_failure,1,0.05263157894736842,0.34228434342385405,0.03014198734454734,0.011392600362132632,7
action_head_input,intervention_unrecovered_failure,2,0.10526315789473684,0.3021925599840197,0.09677668603858995,0.03657814913815509,7
action_head_input,intervention_unrecovered_failure,3,0.15789473684210525,0.43767286769006963,0.1798359748399259,0.06797160945847323,7
action_head_input,intervention_unrecovered_failure,4,0.21052631578947367,0.2869829225477831,0.04588581142365888,0.017343206533344004,7
action_head_input,intervention_unrecovered_failure,5,0.2631578947368421,0.4394535760237468,0.20536309633187508,0.07761995448062033,7
action_head_input,intervention_unrecovered_failure,6,0.3157894736842105,0.37129692534547337,0.18013282768419162,0.06808380928731741,7
action_head_input,intervention_unrecovered_failure,7,0.3684210526315789,0.45684008005533905,0.17065231743006273,0.06450051322525702,7
action_head_input,intervention_unrecovered_failure,8,0.42105263157894735,0.5034680658734046,0.20487869654489313,0.07743686857040791,7
action_head_input,intervention_unrecovered_failure,9,0.47368421052631576,0.5016030531096468,0.10291161300258032,0.03889693357504981,7
action_head_input,intervention_unrecovered_failure,10,0.5263157894736842,0.43526294107711305,0.15238420571907726,0.0575958160095407,7
action_head_input,intervention_unrecovered_failure,11,0.5789473684210527,0.5818169511377127,0.16044551743514118,0.060642705444065914,7
action_head_input,intervention_unrecovered_failure,12,0.631578947368421,0.528950377977085,0.20932107358558094,0.07911592926749977,7
action_head_input,intervention_unrecovered_failure,13,0.6842105263157894,0.4342296228659776,0.23509889944996784,0.0888590316356564,7
action_head_input,intervention_unrecovered_failure,14,0.7368421052631579,0.43595826849353825,0.08678619662033434,0.032802099070079846,7
action_head_input,intervention_unrecovered_failure,15,0.7894736842105263,0.5336443867093571,0.34799713340524707,0.13153055313623593,7
action_head_input,intervention_unrecovered_failure,16,0.8421052631578947,0.4505335438738708,0.13220591435124218,0.04996913874647028,7
action_head_input,intervention_unrecovered_failure,17,0.894736842105263,0.28917672529000693,0.1008623093379944,0.03812236959542871,7
action_head_input,intervention_unrecovered_failure,18,0.9473684210526315,0.44958450606719563,0.1069396852433895,0.04041940177679034,7
action_head_input,intervention_unrecovered_failure,19,1.0,0.4845408402225423,0.3410917390136917,0.12892055938411084,7
action_head_input,natural_failure,0,0.0,0.21723095634378398,0.045886860819570566,0.007987877170636195,33
action_head_input,natural_failure,1,0.05263157894736842,0.33757539491901395,0.04610488225698876,0.008025829831410048,33
action_head_input,natural_failure,2,0.10526315789473684,0.40416775200000254,0.1086588949238309,0.01891508572707696,33
action_head_input,natural_failure,3,0.15789473684210525,0.3735790025120067,0.10267969983966822,0.017874241462324088,33
action_head_input,natural_failure,4,0.21052631578947367,0.2988684090650864,0.08990082861490574,0.015649725513757717,33
action_head_input,natural_failure,5,0.2631578947368421,0.5897079231336114,0.19659405212683265,0.0342226317690713,33
action_head_input,natural_failure,6,0.3157894736842105,0.3553424781499486,0.11538197403874732,0.020085423580206315,33
action_head_input,natural_failure,7,0.3684210526315789,0.48164775145869193,0.18568606698096443,0.03232379528367899,33
action_head_input,natural_failure,8,0.42105263157894735,0.5837660613874034,0.1974863560765388,0.03437796194903616,33
action_head_input,natural_failure,9,0.47368421052631576,0.52836833366139,0.1647961377373175,0.028687325367864547,33
action_head_input,natural_failure,10,0.5263157894736842,0.497849367223183,0.140749948771746,0.024501421158070094,33
action_head_input,natural_failure,11,0.5789473684210527,0.48455837752222136,0.19021208230228456,0.03311167342163397,33
action_head_input,natural_failure,12,0.631578947368421,0.48016011276296827,0.16498358813788325,0.02871995629420299,33
action_head_input,natural_failure,13,0.6842105263157894,0.5368018972510978,0.22317160270961892,0.038849189475566724,33
action_head_input,natural_failure,14,0.7368421052631579,0.45972318416674807,0.20002619486233283,0.03482009113137255,33
action_head_input,natural_failure,15,0.7894736842105263,0.4034352490250296,0.12353738416538416,0.021505098258408618,33
action_head_input,natural_failure,16,0.8421052631578947,0.4651871045480606,0.15314098522992248,0.02665842373957105,33
action_head_input,natural_failure,17,0.894736842105263,0.40279617110536553,0.19997729654032734,0.03481157902609767,33
action_head_input,natural_failure,18,0.9473684210526315,0.3757211714680342,0.15262501177597762,0.026568604290172965,33
action_head_input,natural_failure,19,1.0,0.39146928146411275,0.1569689256122405,0.027324782628463128,33
action_head_input,natural_success,0,0.0,0.21747685832125666,0.05621076710539044,0.01256910963150621,20
action_head_input,natural_success,1,0.05263157894736842,0.1666574893202938,0.06482820201778415,0.014496026657085439,20
action_head_input,natural_success,2,0.10526315789473684,0.24101757837116292,0.04728086708393734,0.010572323283481615,20
action_head_input,natural_success,3,0.15789473684210525,0.35728343923704575,0.06484924769665704,0.014500732613944679,20
action_head_input,natural_success,4,0.21052631578947367,0.30805606312618833,0.06330708613688552,0.014155894805951056,20
action_head_input,natural_success,5,0.2631578947368421,0.2896262888636917,0.09133778488125366,0.020423749590873574,20
action_head_input,natural_success,6,0.3157894736842105,0.3744611985861782,0.12408588688793597,0.027746447812977464,20
action_head_input,natural_success,7,0.3684210526315789,0.5475225524476107,0.12005298855116814,0.026844664330241592,20
action_head_input,natural_success,8,0.42105263157894735,0.5625268351730568,0.14635448266608583,0.03272585720531826,20
action_head_input,natural_success,9,0.47368421052631576,0.4185112660618066,0.14463030025649942,0.0323403182979738,20
action_head_input,natural_success,10,0.5263157894736842,0.33403508850575575,0.14111779739141808,0.031554898780225334,20
action_head_input,natural_success,11,0.5789473684210527,0.3154147102330148,0.2207321840601582,0.04935721683805092,20
action_head_input,natural_success,12,0.631578947368421,0.27986620873737916,0.18891687555473982,0.04224309758372665,20
action_head_input,natural_success,13,0.6842105263157894,0.32508219068042776,0.10005863718163416,0.022373791447412195,20
action_head_input,natural_success,14,0.7368421052631579,0.3960232559279189,0.12598113547631518,0.028170238280765106,20
action_head_input,natural_success,15,0.7894736842105263,0.41783810407062766,0.2069718647650605,0.04628031590445688,20
action_head_input,natural_success,16,0.8421052631578947,0.44290412926306616,0.12702808817181752,0.028404344020402095,20
action_head_input,natural_success,17,0.894736842105263,0.5266413975159507,0.20403272573857104,0.04562310443860158,20
action_head_input,natural_success,18,0.9473684210526315,0.5721515995324084,0.25090838550864814,0.056104820612206036,20
action_head_input,natural_success,19,1.0,0.4459627135021213,0.213268627166973,0.047688314781341,20
chunk_vector_mean,intervention_recovered_success,0,0.0,0.21786148504797043,0.047112464754161885,0.013066646721893895,13
chunk_vector_mean,intervention_recovered_success,1,0.05263157894736842,0.11107634311523598,0.01916878032868141,0.005316463104858945,13
chunk_vector_mean,intervention_recovered_success,2,0.10526315789473684,0.22650495329746867,0.08384079839277603,0.02325325366007637,13
chunk_vector_mean,intervention_recovered_success,3,0.15789473684210525,0.3402022591187209,0.07804737577825836,0.021646447329532054,13
chunk_vector_mean,intervention_recovered_success,4,0.21052631578947367,0.3112235203033744,0.06399976851041969,0.01775034207554952,13
chunk_vector_mean,intervention_recovered_success,5,0.2631578947368421,0.3529247104975498,0.13542109265847407,0.037559053335345254,13
chunk_vector_mean,intervention_recovered_success,6,0.3157894736842105,0.4036769377298542,0.16282659437586058,0.04515997192548783,13
chunk_vector_mean,intervention_recovered_success,7,0.3684210526315789,0.47477417185467996,0.12181775714196769,0.03378616689518339,13
chunk_vector_mean,intervention_recovered_success,8,0.42105263157894735,0.5060631100746609,0.18112365231307648,0.050234662739546854,13
chunk_vector_mean,intervention_recovered_success,9,0.47368421052631576,0.48662318969409074,0.16090296134159532,0.04462645211470169,13
chunk_vector_mean,intervention_recovered_success,10,0.5263157894736842,0.44687938362009344,0.2534355190239615,0.07029036606651712,13
chunk_vector_mean,intervention_recovered_success,11,0.5789473684210527,0.3901913042345454,0.20229202789005857,0.056105713782707504,13
chunk_vector_mean,intervention_recovered_success,12,0.631578947368421,0.3943834162374165,0.1892261681637185,0.05248189630568143,13
chunk_vector_mean,intervention_recovered_success,13,0.6842105263157894,0.3631121644790929,0.17759302927351034,0.049255444093124524,13
chunk_vector_mean,intervention_recovered_success,14,0.7368421052631579,0.35300573802747687,0.1879134502235876,0.052117813856191936,13
chunk_vector_mean,intervention_recovered_success,15,0.7894736842105263,0.34026354092080313,0.12590781865913922,0.034920545858257546,13
chunk_vector_mean,intervention_recovered_success,16,0.8421052631578947,0.3537057271235206,0.16930528787932758,0.04695683820431596,13
chunk_vector_mean,intervention_recovered_success,17,0.894736842105263,0.4770908043843913,0.2323693782853328,0.0644476698658043,13
chunk_vector_mean,intervention_recovered_success,18,0.9473684210526315,0.5307877807618321,0.16121586468532054,0.04471323588778365,13
chunk_vector_mean,intervention_recovered_success,19,1.0,0.4526453782957688,0.1821066363973063,0.050507293471751126,13
chunk_vector_mean,intervention_unrecovered_failure,0,0.0,0.2072407090179958,0.0447087380126852,0.016898314601872164,7
chunk_vector_mean,intervention_unrecovered_failure,1,0.05263157894736842,0.3422843441999153,0.030141990185608314,0.011392601435952745,7
chunk_vector_mean,intervention_unrecovered_failure,2,0.10526315789473684,0.30219256061443023,0.09677668874614578,0.036578150161515,7
chunk_vector_mean,intervention_unrecovered_failure,3,0.15789473684210525,0.43767286710046654,0.1798359787758331,0.06797161094610632,7
chunk_vector_mean,intervention_unrecovered_failure,4,0.21052631578947367,0.28698292113587615,0.04588581073187283,0.017343206271873458,7
chunk_vector_mean,intervention_unrecovered_failure,5,0.2631578947368421,0.4394535771607288,0.2053630987711327,0.07761995540257305,7
chunk_vector_mean,intervention_unrecovered_failure,6,0.3157894736842105,0.37129692793817265,0.1801328296537756,0.0680838100317502,7
chunk_vector_mean,intervention_unrecovered_failure,7,0.3684210526315789,0.4568400789977039,0.1706523168079762,0.06450051299013042,7
chunk_vector_mean,intervention_unrecovered_failure,8,0.42105263157894735,0.5034680668747622,0.2048786974979342,0.07743686893062357,7
chunk_vector_mean,intervention_unrecovered_failure,9,0.47368421052631576,0.5016030539474606,0.1029116131839927,0.03889693364361724,7
chunk_vector_mean,intervention_unrecovered_failure,10,0.5263157894736842,0.4352629402267752,0.152384205162577,0.05759581579920338,7
chunk_vector_mean,intervention_unrecovered_failure,11,0.5789473684210527,0.5818169484054697,0.1604455172571068,0.06064270537677524,7
chunk_vector_mean,intervention_unrecovered_failure,12,0.631578947368421,0.5289503754983372,0.20932107457139204,0.07911592964010135,7
chunk_vector_mean,intervention_unrecovered_failure,13,0.6842105263157894,0.4342296227386984,0.23509889777537699,0.08885903100272054,7
chunk_vector_mean,intervention_unrecovered_failure,14,0.7368421052631579,0.43595826805256305,0.08678619387757638,0.03280209803341478,7
chunk_vector_mean,intervention_unrecovered_failure,15,0.7894736842105263,0.5336443865276651,0.34799713468058413,0.13153055361826804,7
chunk_vector_mean,intervention_unrecovered_failure,16,0.8421052631578947,0.45053354362650494,0.13220591146241026,0.049969137654594445,7
chunk_vector_mean,intervention_unrecovered_failure,17,0.894736842105263,0.28917672512936315,0.10086231124646469,0.03812237031676268,7
chunk_vector_mean,intervention_unrecovered_failure,18,0.9473684210526315,0.4495845049152048,0.10693968740040495,0.04041940259206555,7
chunk_vector_mean,intervention_unrecovered_failure,19,1.0,0.4845408432334935,0.34109174219406996,0.12892056058618084,7
chunk_vector_mean,natural_failure,0,0.0,0.2172309562332282,0.0458868608071217,0.007987877168469127,33
chunk_vector_mean,natural_failure,1,0.05263157894736842,0.337575395088417,0.046104881672011905,0.008025829729578647,33
chunk_vector_mean,natural_failure,2,0.10526315789473684,0.40416775360725665,0.10865889616895198,0.018915085943824718,33
chunk_vector_mean,natural_failure,3,0.15789473684210525,0.37357900181622217,0.10267969920471332,0.017874241351792625,33
chunk_vector_mean,natural_failure,4,0.21052631578947367,0.2988684079235678,0.08990082782415842,0.015649725376106278,33
chunk_vector_mean,natural_failure,5,0.2631578947368421,0.5897079230553699,0.19659405174771766,0.03422263170307585,33
chunk_vector_mean,natural_failure,6,0.3157894736842105,0.35534247845528744,0.11538197468837615,0.02008542369329218,33
chunk_vector_mean,natural_failure,7,0.3684210526315789,0.4816477526194624,0.1856860668255982,0.0323237952566332,33
chunk_vector_mean,natural_failure,8,0.42105263157894735,0.583766061574372,0.19748635623037497,0.0343779619758156,33
chunk_vector_mean,natural_failure,9,0.47368421052631576,0.5283683335580802,0.1647961373090947,0.028687325293320527,33
chunk_vector_mean,natural_failure,10,0.5263157894736842,0.4978493673474926,0.14074994789838688,0.024501421006037787,33
chunk_vector_mean,natural_failure,11,0.5789473684210527,0.48455837876369035,0.19021208337319065,0.033111673608054795,33
chunk_vector_mean,natural_failure,12,0.631578947368421,0.48016011147343335,0.16498358860920406,0.028719956376249415,33
chunk_vector_mean,natural_failure,13,0.6842105263157894,0.53680189667106,0.22317160244718293,0.03884918942988248,33
chunk_vector_mean,natural_failure,14,0.7368421052631579,0.4597231830267366,0.20002619315920533,0.03482009083489611,33
chunk_vector_mean,natural_failure,15,0.7894736842105263,0.40343524879385734,0.1235373844403411,0.021505098306272476,33
chunk_vector_mean,natural_failure,16,0.8421052631578947,0.46518710465245255,0.15314098563333567,0.026658423809796272,33
chunk_vector_mean,natural_failure,17,0.894736842105263,0.4027961710438862,0.19997729650883553,0.03481157902061564,33
chunk_vector_mean,natural_failure,18,0.9473684210526315,0.3757211704750034,0.15262501186849894,0.02656860430627886,33
chunk_vector_mean,natural_failure,19,1.0,0.39146928139584275,0.15696892541844998,0.02732478259472853,33
chunk_vector_mean,natural_success,0,0.0,0.2174768573410193,0.05621076703783514,0.012569109616400386,20
chunk_vector_mean,natural_success,1,0.05263157894736842,0.16665749004480918,0.06482820085146838,0.014496026396289306,20
chunk_vector_mean,natural_success,2,0.10526315789473684,0.241017579079745,0.047280868248091565,0.010572323543794412,20
chunk_vector_mean,natural_success,3,0.15789473684210525,0.3572834406976441,0.06484924702947942,0.014500732464759228,20
chunk_vector_mean,natural_success,4,0.21052631578947367,0.30805606359287224,0.06330708705988433,0.014155895012339865,20
chunk_vector_mean,natural_success,5,0.2631578947368421,0.28962628820534947,0.09133778374384909,0.020423749336542178,20
chunk_vector_mean,natural_success,6,0.3157894736842105,0.37446119880549755,0.12408588732308343,0.027746447910279394,20
chunk_vector_mean,natural_success,7,0.3684210526315789,0.5475225523748766,0.12005298805363565,0.02684466421898995,20
chunk_vector_mean,natural_success,8,0.42105263157894735,0.5625268329336908,0.14635448165288326,0.03272585697875927,20
chunk_vector_mean,natural_success,9,0.47368421052631576,0.4185112664466463,0.14463030055931678,0.032340318365685815,20
chunk_vector_mean,natural_success,10,0.5263157894736842,0.3340350877267827,0.1411177961457219,0.031554898501679196,20
chunk_vector_mean,natural_success,11,0.5789473684210527,0.3154147099798386,0.22073218258238095,0.04935721650760989,20
chunk_vector_mean,natural_success,12,0.631578947368421,0.2798662101742382,0.18891687480322572,0.04224309741568299,20
chunk_vector_mean,natural_success,13,0.6842105263157894,0.3250821914872478,0.10005863652885982,0.022373791301447416,20
chunk_vector_mean,natural_success,14,0.7368421052631579,0.39602325600248045,0.12598113582275455,0.028170238358231306,20
chunk_vector_mean,natural_success,15,0.7894736842105263,0.4178381026800668,0.20697186396293207,0.046280315725095514,20
chunk_vector_mean,natural_success,16,0.8421052631578947,0.4429041300430508,0.12702808892231035,0.028404344188217395,20
chunk_vector_mean,natural_success,17,0.894736842105263,0.5266413971797064,0.20403272648164922,0.045623104604758914,20
chunk_vector_mean,natural_success,18,0.9473684210526315,0.5721515987768256,0.2509083878740603,0.05610482114112827,20
chunk_vector_mean,natural_success,19,1.0,0.4459627129507299,0.21326862681558192,0.04768831470276757,20
